PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Texas,2021,19,X,1.56741,X,X,X,X,X,X,813,73,51869
States,Washington,2021,19,X,0.719202,X,X,X,X,X,X,256,68,35595
States,California,2021,20,X,1.10484,X,X,X,X,X,X,670,102,60642
States,Florida,2021,20,X,2.36829,X,X,X,X,X,X,5569,355,235149
States,Illinois,2021,20,X,0.769395,X,X,X,X,X,X,541,178,70315
States,Massachusetts,2021,20,X,0.603959,X,X,X,X,X,X,411,91,68051
States,New Jersey,2021,20,X,1.73259,X,X,X,X,X,X,463,33,26723
States,New York,2021,20,X,1.22147,X,X,X,X,X,X,609,121,49858
States,Texas,2021,20,X,1.70683,X,X,X,X,X,X,799,58,46812
States,Washington,2021,20,X,0.757749,X,X,X,X,X,X,265,68,34972
States,California,2021,21,X,1.143,X,X,X,X,X,X,708,101,61942
States,Florida,2021,21,X,2.26129,X,X,X,X,X,X,5261,353,232655
States,Illinois,2021,21,X,0.703537,X,X,X,X,X,X,468,174,66521
States,Massachusetts,2021,21,X,0.587954,X,X,X,X,X,X,393,84,66842
States,New Jersey,2021,21,X,1.75693,X,X,X,X,X,X,472,33,26865
States,New York,2021,21,X,1.13012,X,X,X,X,X,X,553,121,48933
States,Texas,2021,21,X,1.53327,X,X,X,X,X,X,718,60,46828
States,Washington,2021,21,X,0.70619,X,X,X,X,X,X,243,68,34410
States,California,2021,22,X,1.04082,X,X,X,X,X,X,618,106,59376
States,Florida,2021,22,X,2.29549,X,X,X,X,X,X,5281,354,230060
States,Illinois,2021,22,X,0.825923,X,X,X,X,X,X,548,175,66350
States,Massachusetts,2021,22,X,0.715868,X,X,X,X,X,X,462,83,64537
States,New Jersey,2021,22,X,1.77594,X,X,X,X,X,X,464,33,26127
States,New York,2021,22,X,1.11651,X,X,X,X,X,X,547,120,48992
States,Texas,2021,22,X,1.63366,X,X,X,X,X,X,759,66,46460
States,Washington,2021,22,X,0.6167,X,X,X,X,X,X,215,68,34863
States,California,2021,23,X,1.10162,X,X,X,X,X,X,717,105,65086
States,Florida,2021,23,X,2.02034,X,X,X,X,X,X,4641,353,229714
States,Illinois,2021,23,X,0.792586,X,X,X,X,X,X,561,176,70781
States,Massachusetts,2021,23,X,0.69532,X,X,X,X,X,X,491,81,70615
States,New Jersey,2021,23,X,1.66685,X,X,X,X,X,X,449,32,26937
States,New York,2021,23,X,1.11971,X,X,X,X,X,X,596,120,53228
States,Texas,2021,23,X,1.59782,X,X,X,X,X,X,685,50,42871
States,Washington,2021,23,X,0.6991,X,X,X,X,X,X,243,68,34759
States,California,2021,24,X,1.07722,X,X,X,X,X,X,705,103,65446
States,Florida,2021,24,X,1.9855,X,X,X,X,X,X,4478,356,225535
States,Illinois,2021,24,X,0.740888,X,X,X,X,X,X,523,176,70591
States,Massachusetts,2021,24,X,0.77861,X,X,X,X,X,X,546,83,70125
States,New Jersey,2021,24,X,1.91345,X,X,X,X,X,X,512,32,26758
States,New York,2021,24,X,1.28165,X,X,X,X,X,X,653,120,50950
States,Texas,2021,24,X,1.75301,X,X,X,X,X,X,785,49,44780
States,Washington,2021,24,X,0.735378,X,X,X,X,X,X,259,68,35220
States,California,2021,25,X,1.1542,X,X,X,X,X,X,773,106,66973
States,Florida,2021,25,X,2.06384,X,X,X,X,X,X,4675,354,226520
States,Illinois,2021,25,X,0.818186,X,X,X,X,X,X,564,176,68933
States,Massachusetts,2021,25,X,0.793913,X,X,X,X,X,X,552,82,69529
States,New Jersey,2021,25,X,1.85682,X,X,X,X,X,X,498,33,26820
States,New York,2021,25,X,1.26047,X,X,X,X,X,X,635,120,50378
States,Texas,2021,25,X,1.80993,X,X,X,X,X,X,806,49,44532
States,Washington,2021,25,X,0.759167,X,X,X,X,X,X,271,68,35697
States,California,2021,26,X,1.26081,X,X,X,X,X,X,805,101,63848
States,Florida,2021,26,X,2.14459,X,X,X,X,X,X,4920,355,229415
States,Illinois,2021,26,X,0.796784,X,X,X,X,X,X,557,177,69906
States,Massachusetts,2021,26,X,0.723231,X,X,X,X,X,X,503,83,69549
States,New Jersey,2021,26,X,2.00949,X,X,X,X,X,X,538,33,26773
States,New York,2021,26,X,1.26321,X,X,X,X,X,X,656,119,51931
States,Texas,2021,26,X,1.6921,X,X,X,X,X,X,734,48,43378
States,Washington,2021,26,X,0.710404,X,X,X,X,X,X,268,68,37725
States,California,2021,27,X,1.30785,X,X,X,X,X,X,841,102,64304
States,Florida,2021,27,X,2.41565,X,X,X,X,X,X,5780,356,239273
States,Illinois,2021,27,X,0.904422,X,X,X,X,X,X,604,171,66783
States,Massachusetts,2021,27,X,0.855239,X,X,X,X,X,X,570,82,66648
States,New Jersey,2021,27,X,1.99112,X,X,X,X,X,X,565,33,28376
States,New York,2021,27,X,1.13866,X,X,X,X,X,X,591,119,51903
States,Texas,2021,27,X,1.9251,X,X,X,X,X,X,935,61,48569
States,Washington,2021,27,X,0.741317,X,X,X,X,X,X,267,68,36017
States,California,2021,28,X,1.62858,X,X,X,X,X,X,1096,102,67298
States,Florida,2021,28,X,2.68125,X,X,X,X,X,X,6797,355,253501
States,Illinois,2021,28,X,0.938297,X,X,X,X,X,X,670,174,71406
States,Massachusetts,2021,28,X,0.786909,X,X,X,X,X,X,566,82,71927
States,New Jersey,2021,28,X,2.15368,X,X,X,X,X,X,620,32,28788
States,New York,2021,28,X,1.15302,X,X,X,X,X,X,638,119,55333
States,Texas,2021,28,X,2.04186,X,X,X,X,X,X,1043,62,51081
States,Washington,2021,28,X,0.770986,X,X,X,X,X,X,277,67,35928
States,California,2021,29,X,1.67886,X,X,X,X,X,X,1157,100,68916
States,Florida,2021,29,X,3.28383,X,X,X,X,X,X,8844,356,269320
States,Illinois,2021,29,X,0.98662,X,X,X,X,X,X,716,176,72571
States,Massachusetts,2021,29,X,0.851023,X,X,X,X,X,X,625,84,73441
States,New Jersey,2021,29,X,2.17618,X,X,X,X,X,X,625,32,28720
States,New York,2021,29,X,1.38025,X,X,X,X,X,X,732,119,53034
States,Texas,2021,29,X,2.37653,X,X,X,X,X,X,1254,63,52766
States,Washington,2021,29,X,0.966089,X,X,X,X,X,X,345,67,35711
States,California,2021,30,X,1.87683,X,X,X,X,X,X,1305,102,69532
States,Florida,2021,30,X,3.81073,X,X,X,X,X,X,10729,355,281547
States,Illinois,2021,30,X,1.08829,X,X,X,X,X,X,805,175,73969
States,Massachusetts,2021,30,X,0.986784,X,X,X,X,X,X,728,83,73775
States,New Jersey,2021,30,X,2.50238,X,X,X,X,X,X,711,33,28413
States,New York,2021,30,X,1.38601,X,X,X,X,X,X,743,117,53607
States,Texas,2021,30,X,2.56915,X,X,X,X,X,X,1410,61,54882
States,Washington,2021,30,X,0.966559,X,X,X,X,X,X,361,68,37349
States,California,2021,31,X,2.09526,X,X,X,X,X,X,1457,102,69538
States,Florida,2021,31,X,4.02481,X,X,X,X,X,X,11279,355,280237
States,Illinois,2021,31,X,1.16821,X,X,X,X,X,X,863,174,73874
States,Massachusetts,2021,31,X,1.04275,X,X,X,X,X,X,759,82,72788
States,New Jersey,2021,31,X,2.61843,X,X,X,X,X,X,739,33,28223
States,New York,2021,31,X,1.57921,X,X,X,X,X,X,855,119,54141
States,Texas,2021,31,X,2.70133,X,X,X,X,X,X,1441,61,53344
States,Washington,2021,31,X,1.10441,X,X,X,X,X,X,421,67,38120
States,California,2021,32,X,2.13527,X,X,X,X,X,X,1492,100,69874
States,Florida,2021,32,X,4.14157,X,X,X,X,X,X,11419,355,275717
States,Illinois,2021,32,X,1.1868,X,X,X,X,X,X,887,174,74739
States,Massachusetts,2021,32,X,1.03854,X,X,X,X,X,X,771,83,74239
States,New Jersey,2021,32,X,2.89354,X,X,X,X,X,X,804,32,27786
States,New York,2021,32,X,1.5096,X,X,X,X,X,X,849,119,56240
States,Texas,2021,32,X,2.59402,X,X,X,X,X,X,1536,63,59213
States,Washington,2021,32,X,1.24937,X,X,X,X,X,X,493,67,39460
States,California,2021,33,X,2.35846,X,X,X,X,X,X,1620,100,68689
States,Florida,2021,33,X,4.21944,X,X,X,X,X,X,11606,355,275060
States,Illinois,2021,33,X,1.26182,X,X,X,X,X,X,958,173,75922
States,Massachusetts,2021,33,X,1.03048,X,X,X,X,X,X,751,82,72879
States,New Jersey,2021,33,X,2.79915,X,X,X,X,X,X,775,32,27687
States,New York,2021,33,X,1.5524,X,X,X,X,X,X,836,116,53852
States,Texas,2021,33,X,2.80512,X,X,X,X,X,X,1479,58,52725
States,Washington,2021,33,X,1.26407,X,X,X,X,X,X,492,67,38922
States,California,2021,34,X,2.3347,X,X,X,X,X,X,1632,102,69902
States,Florida,2021,34,X,4.02221,X,X,X,X,X,X,10734,356,266868
States,Illinois,2021,34,X,1.28167,X,X,X,X,X,X,999,175,77945
States,Massachusetts,2021,34,X,1.01277,X,X,X,X,X,X,727,83,71783
States,New Jersey,2021,34,X,2.72951,X,X,X,X,X,X,776,33,28430
States,New York,2021,34,X,1.49765,X,X,X,X,X,X,839,119,56021
States,Texas,2021,34,X,3.31348,X,X,X,X,X,X,1864,59,56255
States,Washington,2021,34,X,1.22618,X,X,X,X,X,X,464,67,37841
States,California,2021,35,X,2.72293,X,X,X,X,X,X,1881,101,69080
States,Florida,2021,35,X,3.74619,X,X,X,X,X,X,9542,354,254712
States,Illinois,2021,35,X,1.36244,X,X,X,X,X,X,1066,174,78242
States,Massachusetts,2021,35,X,1.02415,X,X,X,X,X,X,742,83,72450
States,New Jersey,2021,35,X,2.52156,X,X,X,X,X,X,696,33,27602
States,New York,2021,35,X,1.4689,X,X,X,X,X,X,817,118,55620
States,Texas,2021,35,X,3.38288,X,X,X,X,X,X,1773,58,52411
States,Washington,2021,35,X,1.3241,X,X,X,X,X,X,497,67,37535
States,California,2021,36,X,2.38747,X,X,X,X,X,X,1543,97,64629
States,Florida,2021,36,X,3.40099,X,X,X,X,X,X,8299,357,244017
States,Illinois,2021,36,X,1.41146,X,X,X,X,X,X,1091,175,77296
States,Massachusetts,2021,36,X,1.23445,X,X,X,X,X,X,889,82,72016
States,New Jersey,2021,36,X,3.2377,X,X,X,X,X,X,878,31,27118
States,New York,2021,36,X,1.58527,X,X,X,X,X,X,843,119,53177
States,Texas,2021,36,X,3.16486,X,X,X,X,X,X,1402,46,44299
States,Washington,2021,36,X,1.28167,X,X,X,X,X,X,478,67,37295
States,California,2021,37,X,2.02745,X,X,X,X,X,X,1343,99,66241
States,Florida,2021,37,X,2.89726,X,X,X,X,X,X,6772,355,233738
States,Illinois,2021,37,X,1.33076,X,X,X,X,X,X,1053,175,79128
States,Massachusetts,2021,37,X,1.17043,X,X,X,X,X,X,889,82,75955
States,New Jersey,2021,37,X,3.04814,X,X,X,X,X,X,932,33,30576
States,New York,2021,37,X,1.79243,X,X,X,X,X,X,1054,120,58803
States,Texas,2021,37,X,2.72222,X,X,X,X,X,X,1387,57,50951
States,Washington,2021,37,X,1.41689,X,X,X,X,X,X,511,67,36065
States,California,2021,38,X,1.89354,X,X,X,X,X,X,1254,98,66225
States,Florida,2021,38,X,2.67667,X,X,X,X,X,X,6128,357,228941
States,Illinois,2021,38,X,1.24349,X,X,X,X,X,X,936,175,75272
States,Massachusetts,2021,38,X,1.2885,X,X,X,X,X,X,973,82,75514
States,New Jersey,2021,38,X,3.36504,X,X,X,X,X,X,1047,34,31114
States,New York,2021,38,X,1.97953,X,X,X,X,X,X,1137,119,57438
States,Texas,2021,38,X,2.26962,X,X,X,X,X,X,1163,60,51242
States,Washington,2021,38,X,1.50085,X,X,X,X,X,X,555,67,36979
States,California,2021,39,X,1.63206,X,X,X,X,X,X,1175,105,71995
States,Florida,2021,39,X,2.68945,X,X,X,X,X,X,6066,356,225548
States,Illinois,2021,39,X,1.27059,X,X,X,X,X,X,937,172,73745
States,Massachusetts,2021,39,X,1.36196,X,X,X,X,X,X,1011,82,74231
States,New Jersey,2021,39,X,3.55039,X,X,X,X,X,X,1079,33,30391
States,New York,2021,39,X,2.23827,X,X,X,X,X,X,1212,117,54149
States,Texas,2021,39,X,2.21705,X,X,X,X,X,X,1123,60,50653
States,Washington,2021,39,X,1.50769,X,X,X,X,X,X,548,67,36347
States,California,2021,40,X,1.65106,X,X,X,X,X,X,1971,158,119378
States,Florida,2021,40,X,2.67425,X,X,X,X,X,X,6106,359,228326
States,Illinois,2021,40,X,0.997693,X,X,X,X,X,X,813,185,81488
States,Massachusetts,2021,40,X,1.26973,X,X,X,X,X,X,955,86,75213
States,New Jersey,2021,40,X,3.52746,X,X,X,X,X,X,1063,35,30135
States,New York,2021,40,X,2.2859,X,X,X,X,X,X,1349,123,59014
States,Texas,2021,40,X,2.42552,X,X,X,X,X,X,1314,77,54174
States,Washington,2021,40,X,1.49941,X,X,X,X,X,X,531,70,35414
States,California,2021,41,X,1.59992,X,X,X,X,X,X,1828,158,114256
States,Florida,2021,41,X,2.72172,X,X,X,X,X,X,6223,356,228642
States,Illinois,2021,41,X,1.01158,X,X,X,X,X,X,797,182,78788
States,Massachusetts,2021,41,X,1.21125,X,X,X,X,X,X,912,88,75294
States,New Jersey,2021,41,X,3.24383,X,X,X,X,X,X,929,33,28639
States,New York,2021,41,X,2.11982,X,X,X,X,X,X,1197,124,56467
States,Texas,2021,41,X,2.20494,X,X,X,X,X,X,1157,72,52473
States,Washington,2021,41,X,1.55474,X,X,X,X,X,X,535,71,34411
States,California,2021,42,X,1.70283,X,X,X,X,X,X,2023,160,118802
States,Florida,2021,42,X,2.8136,X,X,X,X,X,X,6395,357,227289
States,Illinois,2021,42,X,1.04714,X,X,X,X,X,X,843,185,80505
States,Massachusetts,2021,42,X,1.11751,X,X,X,X,X,X,836,89,74809
States,New Jersey,2021,42,X,2.89477,X,X,X,X,X,X,855,35,29536
States,New York,2021,42,X,1.94862,X,X,X,X,X,X,1065,123,54654
States,Texas,2021,42,X,2.21965,X,X,X,X,X,X,1150,77,51810
States,Washington,2021,42,X,1.53321,X,X,X,X,X,X,526,71,34307
States,California,2021,43,X,1.70732,X,X,X,X,X,X,2044,160,119720
States,Florida,2021,43,X,2.88016,X,X,X,X,X,X,6495,357,225508
States,Illinois,2021,43,X,1.07399,X,X,X,X,X,X,840,183,78213
States,Massachusetts,2021,43,X,1.08467,X,X,X,X,X,X,769,89,70897
States,New Jersey,2021,43,X,3.01688,X,X,X,X,X,X,858,35,28440
States,New York,2021,43,X,1.94925,X,X,X,X,X,X,1021,124,52379
States,Texas,2021,43,X,2.29476,X,X,X,X,X,X,1089,60,47456
States,Washington,2021,43,X,1.49618,X,X,X,X,X,X,496,70,33151
States,California,2021,44,X,1.67203,X,X,X,X,X,X,2006,157,119974
States,Florida,2021,44,X,3.36512,X,X,X,X,X,X,7710,357,229115
States,Illinois,2021,44,X,1.13671,X,X,X,X,X,X,892,182,78472
States,Massachusetts,2021,44,X,1.20194,X,X,X,X,X,X,875,87,72799
States,New Jersey,2021,44,X,2.92396,X,X,X,X,X,X,804,35,27497
States,New York,2021,44,X,2.37059,X,X,X,X,X,X,866,123,36531
States,Texas,2021,44,X,2.48411,X,X,X,X,X,X,1290,72,51930
States,Washington,2021,44,X,1.61163,X,X,X,X,X,X,531,70,32948
States,California,2021,45,X,1.8398,X,X,X,X,X,X,2157,157,117241
States,Florida,2021,45,X,3.42705,X,X,X,X,X,X,7877,356,229848
States,Illinois,2021,45,X,1.20989,X,X,X,X,X,X,955,180,78933
States,Massachusetts,2021,45,X,1.42089,X,X,X,X,X,X,1028,89,72349
States,New Jersey,2021,45,X,3.54605,X,X,X,X,X,X,1028,35,28990
States,New York,2021,45,X,2.24516,X,X,X,X,X,X,1294,126,57635
States,Texas,2021,45,X,2.58345,X,X,X,X,X,X,1342,73,51946
States,Washington,2021,45,X,1.62292,X,X,X,X,X,X,520,69,32041
States,California,2021,46,X,1.72431,X,X,X,X,X,X,2118,163,122832
States,Florida,2021,46,X,3.5257,X,X,X,X,X,X,8244,355,233826
States,Illinois,2021,46,X,1.43908,X,X,X,X,X,X,1094,179,76021
States,Massachusetts,2021,46,X,1.56633,X,X,X,X,X,X,1150,89,73420
States,New Jersey,2021,46,X,3.51875,X,X,X,X,X,X,1002,36,28476
States,New York,2021,46,X,2.3807,X,X,X,X,X,X,1371,125,57588
States,Texas,2021,46,X,3.38916,X,X,X,X,X,X,1811,73,53435
States,Washington,2021,46,X,1.80753,X,X,X,X,X,X,574,69,31756
States,California,2021,47,X,2.00482,X,X,X,X,X,X,2073,160,103401
States,Florida,2021,47,X,3.46775,X,X,X,X,X,X,7471,354,215442
States,Illinois,2021,47,X,1.75742,X,X,X,X,X,X,1169,180,66518
States,Massachusetts,2021,47,X,2.00593,X,X,X,X,X,X,1258,87,62714
States,New Jersey,2021,47,X,3.71823,X,X,X,X,X,X,986,35,26518
States,New York,2021,47,X,2.36538,X,X,X,X,X,X,1244,126,52592
States,Texas,2021,47,X,3.14017,X,X,X,X,X,X,1404,71,44711
States,Washington,2021,47,X,1.65177,X,X,X,X,X,X,464,69,28091
States,California,2021,48,X,1.90704,X,X,X,X,X,X,2358,158,123647
States,Florida,2021,48,X,3.38403,X,X,X,X,X,X,8008,353,236641
States,Illinois,2021,48,X,1.74822,X,X,X,X,X,X,1487,183,85058
States,Massachusetts,2021,48,X,2.53869,X,X,X,X,X,X,1898,89,74763
States,New Jersey,2021,48,X,4.22809,X,X,X,X,X,X,1262,35,29848
States,New York,2021,48,X,2.88108,X,X,X,X,X,X,1592,126,55257
States,Texas,2021,48,X,2.49466,X,X,X,X,X,X,1331,72,53354
States,Washington,2021,48,X,1.85919,X,X,X,X,X,X,591,69,31788
States,California,2021,49,X,1.98793,X,X,X,X,X,X,2345,157,117962
States,Florida,2021,49,X,3.51283,X,X,X,X,X,X,8541,353,243137
States,Illinois,2021,49,X,2.01992,X,X,X,X,X,X,1580,179,78221
States,Massachusetts,2021,49,X,2.86691,X,X,X,X,X,X,2079,89,72517
States,New Jersey,2021,49,X,4.52903,X,X,X,X,X,X,1391,35,30713
States,New York,2021,49,X,3.10424,X,X,X,X,X,X,1860,126,59918
States,Texas,2021,49,X,3.12317,X,X,X,X,X,X,1656,73,53023
States,Washington,2021,49,X,1.70823,X,X,X,X,X,X,550,69,32197
States,California,2021,50,X,2.07135,X,X,X,X,X,X,2366,160,114225
States,Florida,2021,50,X,4.2924,X,X,X,X,X,X,10798,353,251561
States,Illinois,2021,50,X,2.2727,X,X,X,X,X,X,1728,177,76033
States,Massachusetts,2021,50,X,2.81437,X,X,X,X,X,X,2049,87,72805
States,New Jersey,2021,50,X,5.36646,X,X,X,X,X,X,1728,35,32200
States,New York,2021,50,X,3.43446,X,X,X,X,X,X,2083,125,60650
States,Texas,2021,50,X,3.7103,X,X,X,X,X,X,1833,71,49403
States,Washington,2021,50,X,1.75506,X,X,X,X,X,X,592,69,33731
States,California,2021,51,X,3.02313,X,X,X,X,X,X,3243,161,107273
States,Florida,2021,51,X,5.67413,X,X,X,X,X,X,14231,352,250805
States,Illinois,2021,51,X,3.07748,X,X,X,X,X,X,2303,182,74834
States,Massachusetts,2021,51,X,3.46429,X,X,X,X,X,X,2230,81,64371
States,New Jersey,2021,51,X,7.92633,X,X,X,X,X,X,2720,36,34316
States,New York,2021,51,X,3.88869,X,X,X,X,X,X,2215,124,56960
States,Texas,2021,51,X,3.74172,X,X,X,X,X,X,1801,75,48133
States,Washington,2021,51,X,2.14679,X,X,X,X,X,X,678,69,31582
States,California,2021,52,X,4.33867,X,X,X,X,X,X,5210,160,120083
States,Florida,2021,52,X,6.74805,X,X,X,X,X,X,20459,352,303184
States,Illinois,2021,52,X,3.43731,X,X,X,X,X,X,2929,181,85212
States,Massachusetts,2021,52,X,4.39349,X,X,X,X,X,X,3150,81,71697
States,New Jersey,2021,52,X,9.59632,X,X,X,X,X,X,3233,36,33690
States,New York,2021,52,X,4.46933,X,X,X,X,X,X,2698,125,60367
States,Texas,2021,52,X,5.31232,X,X,X,X,X,X,3378,67,63588
States,Washington,2021,52,X,2.68772,X,X,X,X,X,X,897,69,33374
States,California,2022,1,X,4.28269,X,X,X,X,X,X,5700,160,133094
States,Florida,2022,1,X,6.0185,X,X,X,X,X,X,17674,349,293661
States,Illinois,2022,1,X,3.474,X,X,X,X,X,X,2692,180,77490
States,Massachusetts,2022,1,X,3.19551,X,X,X,X,X,X,2317,82,72508
States,New Jersey,2022,1,X,6.31208,X,X,X,X,X,X,1900,36,30101
States,New York,2022,1,X,3.40629,X,X,X,X,X,X,1880,122,55192
States,Texas,2022,1,X,6.16083,X,X,X,X,X,X,3882,70,63011
States,Washington,2022,1,X,3.33017,X,X,X,X,X,X,1367,69,41049
States,California,2022,2,X,3.40318,X,X,X,X,X,X,4320,158,126940
States,Florida,2022,2,X,4.54391,X,X,X,X,X,X,11746,350,258500
States,Illinois,2022,2,X,2.35864,X,X,X,X,X,X,1772,181,75128
States,Massachusetts,2022,2,X,1.94832,X,X,X,X,X,X,1238,87,63542
States,New Jersey,2022,2,X,3.73426,X,X,X,X,X,X,937,36,25092
States,New York,2022,2,X,2.50629,X,X,X,X,X,X,1165,122,46483
States,Texas,2022,2,X,5.75791,X,X,X,X,X,X,3413,74,59275
States,Washington,2022,2,X,3.02836,X,X,X,X,X,X,1225,69,40451
States,California,2022,3,X,2.30607,X,X,X,X,X,X,2584,159,112052
States,Florida,2022,3,X,3.49032,X,X,X,X,X,X,8155,350,233646
States,Illinois,2022,3,X,1.89885,X,X,X,X,X,X,1287,181,67778
States,Massachusetts,2022,3,X,1.2028,X,X,X,X,X,X,717,88,59611
States,New Jersey,2022,3,X,2.51613,X,X,X,X,X,X,589,36,23409
States,New York,2022,3,X,1.85408,X,X,X,X,X,X,847,122,45683
States,Texas,2022,3,X,4.86134,X,X,X,X,X,X,2491,73,51241
States,Washington,2022,3,X,2.54907,X,X,X,X,X,X,800,69,31384
States,California,2022,4,X,1.71391,X,X,X,X,X,X,1958,158,114242
States,Florida,2022,4,X,2.70421,X,X,X,X,X,X,5922,350,218992
States,Illinois,2022,4,X,1.47367,X,X,X,X,X,X,950,181,64465
States,Massachusetts,2022,4,X,0.833849,X,X,X,X,X,X,472,88,56605
States,New Jersey,2022,4,X,2.14933,X,X,X,X,X,X,460,34,21402
States,New York,2022,4,X,1.46417,X,X,X,X,X,X,621,124,42413
States,Texas,2022,4,X,3.24956,X,X,X,X,X,X,1611,71,49576
States,Washington,2022,4,X,2.04784,X,X,X,X,X,X,690,69,33694
States,California,2022,5,X,1.37029,X,X,X,X,X,X,1503,159,109685
States,Florida,2022,5,X,2.33871,X,X,X,X,X,X,5104,348,218240
States,Illinois,2022,5,X,1.10343,X,X,X,X,X,X,635,172,57548
States,Massachusetts,2022,5,X,0.74146,X,X,X,X,X,X,420,87,56645
States,New Jersey,2022,5,X,1.75439,X,X,X,X,X,X,414,35,23598
States,New York,2022,5,X,1.21541,X,X,X,X,X,X,477,119,39246
States,Texas,2022,5,X,2.55138,X,X,X,X,X,X,1023,69,40096
States,Washington,2022,5,X,1.25849,X,X,X,X,X,X,402,69,31943
States,California,2022,6,X,1.13434,X,X,X,X,X,X,1292,156,113899
States,Florida,2022,6,X,2.0469,X,X,X,X,X,X,4486,349,219161
States,Illinois,2022,6,X,0.974622,X,X,X,X,X,X,674,179,69155
States,Massachusetts,2022,6,X,0.528629,X,X,X,X,X,X,332,89,62804
States,New Jersey,2022,6,X,1.8271,X,X,X,X,X,X,421,34,23042
States,New York,2022,6,X,1.20981,X,X,X,X,X,X,561,125,46371
States,Texas,2022,6,X,2.21323,X,X,X,X,X,X,1001,74,45228
States,Washington,2022,6,X,1.20096,X,X,X,X,X,X,386,69,32141
States,California,2022,7,X,0.995538,X,X,X,X,X,X,1109,153,111397
States,Florida,2022,7,X,2.02541,X,X,X,X,X,X,4475,351,220943
States,Illinois,2022,7,X,1.1418,X,X,X,X,X,X,768,179,67262
States,Massachusetts,2022,7,X,0.501902,X,X,X,X,X,X,310,89,61765
States,New Jersey,2022,7,X,1.95844,X,X,X,X,X,X,492,34,25122
States,New York,2022,7,X,1.21738,X,X,X,X,X,X,564,124,46329
States,Texas,2022,7,X,2.50793,X,X,X,X,X,X,1217,73,48526
States,Washington,2022,7,X,1.05451,X,X,X,X,X,X,342,69,32432
States,California,2022,8,X,0.9576,X,X,X,X,X,X,1038,155,108396
States,Florida,2022,8,X,2.01689,X,X,X,X,X,X,4550,352,225595
States,Illinois,2022,8,X,1.38264,X,X,X,X,X,X,910,176,65816
States,Massachusetts,2022,8,X,0.633875,X,X,X,X,X,X,354,90,55847
States,New Jersey,2022,8,X,1.99872,X,X,X,X,X,X,499,33,24966
States,New York,2022,8,X,1.34508,X,X,X,X,X,X,432,123,32117
States,Texas,2022,8,X,2.50313,X,X,X,X,X,X,1199,74,47900
States,Washington,2022,8,X,0.910845,X,X,X,X,X,X,288,69,31619
States,California,2022,9,X,1.07287,X,X,X,X,X,X,1260,158,117442
States,Florida,2022,9,X,1.91951,X,X,X,X,X,X,4289,351,223442
States,Illinois,2022,9,X,1.41645,X,X,X,X,X,X,1033,179,72929
States,Massachusetts,2022,9,X,0.626887,X,X,X,X,X,X,409,88,65243
States,New Jersey,2022,9,X,1.99391,X,X,X,X,X,X,517,35,25929
States,New York,2022,9,X,1.05259,X,X,X,X,X,X,499,124,47407
States,Texas,2022,9,X,3.08609,X,X,X,X,X,X,1425,70,46175
States,Washington,2022,9,X,1.0391,X,X,X,X,X,X,329,69,31662
States,California,2022,10,X,1.09241,X,X,X,X,X,X,1291,158,118179
States,Florida,2022,10,X,1.90932,X,X,X,X,X,X,4253,352,222749
States,Illinois,2022,10,X,1.65025,X,X,X,X,X,X,1186,179,71868
States,Massachusetts,2022,10,X,1.01285,X,X,X,X,X,X,658,86,64965
States,New Jersey,2022,10,X,2.10081,X,X,X,X,X,X,556,34,26466
States,New York,2022,10,X,1.50462,X,X,X,X,X,X,725,124,48185
States,Texas,2022,10,X,3.35177,X,X,X,X,X,X,1642,70,48989
States,Washington,2022,10,X,1.17356,X,X,X,X,X,X,389,69,33147
States,California,2022,11,X,1.14065,X,X,X,X,X,X,1383,154,121247
States,Florida,2022,11,X,2.05368,X,X,X,X,X,X,4604,350,224183
States,Illinois,2022,11,X,1.89012,X,X,X,X,X,X,1405,178,74334
States,Massachusetts,2022,11,X,1.20161,X,X,X,X,X,X,804,84,66910
States,New Jersey,2022,11,X,2.18406,X,X,X,X,X,X,571,34,26144
States,New York,2022,11,X,1.83059,X,X,X,X,X,X,901,123,49219
States,Texas,2022,11,X,3.22607,X,X,X,X,X,X,1576,71,48852
States,Washington,2022,11,X,1.26026,X,X,X,X,X,X,419,69,33247
States,California,2022,12,X,1.28732,X,X,X,X,X,X,1559,159,121104
States,Florida,2022,12,X,2.0202,X,X,X,X,X,X,4648,351,230076
States,Illinois,2022,12,X,2.0232,X,X,X,X,X,X,1498,176,74041
States,Massachusetts,2022,12,X,1.54148,X,X,X,X,X,X,1069,88,69349
States,New Jersey,2022,12,X,2.34522,X,X,X,X,X,X,636,32,27119
States,New York,2022,12,X,2.12105,X,X,X,X,X,X,1065,124,50211
States,Texas,2022,12,X,3.02515,X,X,X,X,X,X,1547,71,51138
States,Washington,2022,12,X,1.61565,X,X,X,X,X,X,569,69,35218
States,California,2022,13,X,1.28779,X,X,X,X,X,X,1556,159,120827
States,Florida,2022,13,X,2.12948,X,X,X,X,X,X,4945,351,232216
